category_id,buy_1201,buy_1202,buy_delta,contribution
3632786,0.0,4.0,4.0,0.004153686396677051
3720767,2.0,6.0,4.0,0.004153686396677051
3669044,7.0,11.0,4.0,0.004153686396677051
3053420,0.0,4.0,4.0,0.004153686396677051
4331400,2.0,6.0,4.0,0.004153686396677051
865039,2.0,6.0,4.0,0.004153686396677051
3123187,0.0,4.0,4.0,0.004153686396677051
3108044,5.0,9.0,4.0,0.004153686396677051
668498,0.0,4.0,4.0,0.004153686396677051
672001,2.0,6.0,4.0,0.004153686396677051
4519460,1.0,5.0,4.0,0.004153686396677051
715319,1.0,5.0,4.0,0.004153686396677051
330316,2.0,6.0,4.0,0.004153686396677051
4284875,3.0,7.0,4.0,0.004153686396677051
2296439,5.0,9.0,4.0,0.004153686396677051
3829421,0.0,4.0,4.0,0.004153686396677051
4993094,6.0,10.0,4.0,0.004153686396677051
2812445,0.0,4.0,4.0,0.004153686396677051
240303,0.0,4.0,4.0,0.004153686396677051
235534,7.0,11.0,4.0,0.004153686396677051
4135836,2.0,6.0,4.0,0.004153686396677051
2892802,0.0,4.0,4.0,0.004153686396677051
1113817,0.0,4.0,4.0,0.004153686396677051
2827444,2.0,6.0,4.0,0.004153686396677051
2878148,0.0,4.0,4.0,0.004153686396677051
3962843,1.0,5.0,4.0,0.004153686396677051
1023823,0.0,4.0,4.0,0.004153686396677051
1293225,0.0,3.0,3.0,0.003115264797507788
1010656,0.0,3.0,3.0,0.003115264797507788
1368970,2.0,5.0,3.0,0.003115264797507788
2920476,4.0,7.0,3.0,0.003115264797507788
244923,0.0,3.0,3.0,0.003115264797507788
1338377,1.0,4.0,3.0,0.003115264797507788
2615163,0.0,3.0,3.0,0.003115264797507788
168997,0.0,3.0,3.0,0.003115264797507788
4164234,0.0,3.0,3.0,0.003115264797507788
1320782,2.0,5.0,3.0,0.003115264797507788
1040356,1.0,4.0,3.0,0.003115264797507788
274067,1.0,4.0,3.0,0.003115264797507788
2672392,0.0,3.0,3.0,0.003115264797507788
1068933,1.0,4.0,3.0,0.003115264797507788
1082035,0.0,3.0,3.0,0.003115264797507788
1102540,1.0,4.0,3.0,0.003115264797507788
8409,0.0,3.0,3.0,0.003115264797507788
5046132,3.0,6.0,3.0,0.003115264797507788
4121590,0.0,3.0,3.0,0.003115264797507788
1216617,6.0,9.0,3.0,0.003115264797507788
174239,8.0,11.0,3.0,0.003115264797507788
2409937,0.0,3.0,3.0,0.003115264797507788
2419332,0.0,3.0,3.0,0.003115264797507788
2419959,0.0,3.0,3.0,0.003115264797507788
970338,1.0,4.0,3.0,0.003115264797507788
983613,2.0,5.0,3.0,0.003115264797507788
3917972,0.0,3.0,3.0,0.003115264797507788
3874527,0.0,3.0,3.0,0.003115264797507788
3884119,0.0,3.0,3.0,0.003115264797507788
2550060,0.0,3.0,3.0,0.003115264797507788
3897386,3.0,6.0,3.0,0.003115264797507788
2492895,0.0,3.0,3.0,0.003115264797507788
4654786,2.0,5.0,3.0,0.003115264797507788
1717476,0.0,3.0,3.0,0.003115264797507788
3673501,6.0,9.0,3.0,0.003115264797507788
4364882,0.0,3.0,3.0,0.003115264797507788
4718907,0.0,3.0,3.0,0.003115264797507788
2436637,1.0,4.0,3.0,0.003115264797507788
1447685,0.0,3.0,3.0,0.003115264797507788
4801426,65.0,68.0,3.0,0.003115264797507788
1474371,8.0,11.0,3.0,0.003115264797507788
4286569,1.0,4.0,3.0,0.003115264797507788
3004853,11.0,14.0,3.0,0.003115264797507788
2407396,0.0,3.0,3.0,0.003115264797507788
381850,16.0,19.0,3.0,0.003115264797507788
869231,0.0,3.0,3.0,0.003115264797507788
1620537,0.0,3.0,3.0,0.003115264797507788
4758477,6.0,9.0,3.0,0.003115264797507788
1573465,5.0,8.0,3.0,0.003115264797507788
3177877,4.0,7.0,3.0,0.003115264797507788
3797203,0.0,3.0,3.0,0.003115264797507788
1485156,0.0,3.0,3.0,0.003115264797507788
2304296,0.0,3.0,3.0,0.003115264797507788
4640311,4.0,7.0,3.0,0.003115264797507788
3619575,3.0,6.0,3.0,0.003115264797507788
2154867,0.0,3.0,3.0,0.003115264797507788
2052526,0.0,3.0,3.0,0.003115264797507788
3566034,0.0,3.0,3.0,0.003115264797507788
1803510,0.0,3.0,3.0,0.003115264797507788
4443922,0.0,3.0,3.0,0.003115264797507788
753984,6.0,9.0,3.0,0.003115264797507788
1817004,5.0,8.0,3.0,0.003115264797507788
3598912,13.0,16.0,3.0,0.003115264797507788
791327,0.0,3.0,3.0,0.003115264797507788
3277224,3.0,6.0,3.0,0.003115264797507788
570735,35.0,38.0,3.0,0.003115264797507788
552733,0.0,3.0,3.0,0.003115264797507788
3232473,4.0,7.0,3.0,0.003115264797507788
1820842,0.0,3.0,3.0,0.003115264797507788
772894,5.0,8.0,3.0,0.003115264797507788
1842993,0.0,3.0,3.0,0.003115264797507788
3338209,0.0,3.0,3.0,0.003115264797507788
3335147,0.0,3.0,3.0,0.003115264797507788
590997,1.0,4.0,3.0,0.003115264797507788
685988,0.0,3.0,3.0,0.003115264797507788
1881274,0.0,3.0,3.0,0.003115264797507788
1994940,1.0,4.0,3.0,0.003115264797507788
625430,0.0,3.0,3.0,0.003115264797507788
3419760,1.0,4.0,3.0,0.003115264797507788
3410245,1.0,4.0,3.0,0.003115264797507788
5071267,9.0,12.0,3.0,0.003115264797507788
106589,0.0,3.0,3.0,0.003115264797507788
120033,0.0,3.0,3.0,0.003115264797507788
5008221,1.0,4.0,3.0,0.003115264797507788
2736436,2.0,5.0,3.0,0.003115264797507788
2739327,0.0,2.0,2.0,0.0020768431983385254
2693696,4.0,6.0,2.0,0.0020768431983385254
2721770,0.0,2.0,2.0,0.0020768431983385254
2772071,0.0,2.0,2.0,0.0020768431983385254
2778281,7.0,9.0,2.0,0.0020768431983385254
5012555,0.0,2.0,2.0,0.0020768431983385254
5024228,0.0,2.0,2.0,0.0020768431983385254
114333,0.0,2.0,2.0,0.0020768431983385254
1104592,0.0,2.0,2.0,0.0020768431983385254
1176344,0.0,2.0,2.0,0.0020768431983385254
50601,7.0,9.0,2.0,0.0020768431983385254
58836,1.0,3.0,2.0,0.0020768431983385254
5120683,1.0,3.0,2.0,0.0020768431983385254
5134623,0.0,2.0,2.0,0.0020768431983385254
5147460,0.0,2.0,2.0,0.0020768431983385254
64179,7.0,9.0,2.0,0.0020768431983385254
69607,0.0,2.0,2.0,0.0020768431983385254
5041265,0.0,2.0,2.0,0.0020768431983385254
4524771,0.0,2.0,2.0,0.0020768431983385254
4533189,3.0,5.0,2.0,0.0020768431983385254
1980111,1.0,3.0,2.0,0.0020768431983385254
1985331,0.0,2.0,2.0,0.0020768431983385254
1993741,0.0,2.0,2.0,0.0020768431983385254
3398567,5.0,7.0,2.0,0.0020768431983385254
3405071,0.0,2.0,2.0,0.0020768431983385254
3448205,0.0,2.0,2.0,0.0020768431983385254
3461823,2.0,4.0,2.0,0.0020768431983385254
677862,0.0,2.0,2.0,0.0020768431983385254
3521514,1.0,3.0,2.0,0.0020768431983385254
2085893,3.0,5.0,2.0,0.0020768431983385254
2092246,0.0,2.0,2.0,0.0020768431983385254
2096639,13.0,15.0,2.0,0.0020768431983385254
4565874,2.0,4.0,2.0,0.0020768431983385254
583485,1.0,3.0,2.0,0.0020768431983385254
599382,0.0,2.0,2.0,0.0020768431983385254
602012,0.0,2.0,2.0,0.0020768431983385254
3372283,0.0,2.0,2.0,0.0020768431983385254
2004007,0.0,2.0,2.0,0.0020768431983385254
2026832,1.0,3.0,2.0,0.0020768431983385254
1868811,0.0,2.0,2.0,0.0020768431983385254
1873826,0.0,2.0,2.0,0.0020768431983385254
4482016,0.0,2.0,2.0,0.0020768431983385254
721664,0.0,2.0,2.0,0.0020768431983385254
734809,0.0,2.0,2.0,0.0020768431983385254
747109,0.0,2.0,2.0,0.0020768431983385254
748392,0.0,2.0,2.0,0.0020768431983385254
3604509,2.0,4.0,2.0,0.0020768431983385254
3231625,16.0,18.0,2.0,0.0020768431983385254
4624272,0.0,2.0,2.0,0.0020768431983385254
545259,0.0,2.0,2.0,0.0020768431983385254
3253357,0.0,2.0,2.0,0.0020768431983385254
2111279,0.0,2.0,2.0,0.0020768431983385254
2131531,5.0,7.0,2.0,0.0020768431983385254
2139021,0.0,2.0,2.0,0.0020768431983385254
3298361,0.0,2.0,2.0,0.0020768431983385254
4424369,0.0,2.0,2.0,0.0020768431983385254
4436461,0.0,2.0,2.0,0.0020768431983385254
772629,1.0,3.0,2.0,0.0020768431983385254
781315,1.0,3.0,2.0,0.0020768431983385254
1737857,1.0,3.0,2.0,0.0020768431983385254
1781126,1.0,3.0,2.0,0.0020768431983385254
2210217,0.0,2.0,2.0,0.0020768431983385254
2218582,1.0,3.0,2.0,0.0020768431983385254
3194735,0.0,2.0,2.0,0.0020768431983385254
477292,0.0,2.0,2.0,0.0020768431983385254
481203,0.0,2.0,2.0,0.0020768431983385254
516198,0.0,2.0,2.0,0.0020768431983385254
4692440,0.0,2.0,2.0,0.0020768431983385254
3206550,0.0,2.0,2.0,0.0020768431983385254
3209590,0.0,2.0,2.0,0.0020768431983385254
3222818,0.0,2.0,2.0,0.0020768431983385254
2158079,2.0,4.0,2.0,0.0020768431983385254
3621778,0.0,2.0,2.0,0.0020768431983385254
3627351,1.0,3.0,2.0,0.0020768431983385254
838946,1.0,3.0,2.0,0.0020768431983385254
1712001,0.0,2.0,2.0,0.0020768431983385254
1723409,0.0,2.0,2.0,0.0020768431983385254
1665989,0.0,2.0,2.0,0.0020768431983385254
1689352,0.0,2.0,2.0,0.0020768431983385254
3715529,0.0,2.0,2.0,0.0020768431983385254
3130529,0.0,2.0,2.0,0.0020768431983385254
4694794,0.0,2.0,2.0,0.0020768431983385254
4708262,0.0,2.0,2.0,0.0020768431983385254
4712571,0.0,2.0,2.0,0.0020768431983385254
440901,0.0,2.0,2.0,0.0020768431983385254
450901,3.0,5.0,2.0,0.0020768431983385254
466400,0.0,2.0,2.0,0.0020768431983385254
472273,0.0,2.0,2.0,0.0020768431983385254
3141941,0.0,2.0,2.0,0.0020768431983385254
2247787,1.0,3.0,2.0,0.0020768431983385254
3188631,1.0,3.0,2.0,0.0020768431983385254
2201943,0.0,2.0,2.0,0.0020768431983385254
1595193,7.0,9.0,2.0,0.0020768431983385254
1631778,1.0,3.0,2.0,0.0020768431983385254
4334077,0.0,2.0,2.0,0.0020768431983385254
4345501,1.0,3.0,2.0,0.0020768431983385254
3740459,0.0,2.0,2.0,0.0020768431983385254
3744190,1.0,3.0,2.0,0.0020768431983385254
1573426,6.0,8.0,2.0,0.0020768431983385254
3102419,3.0,5.0,2.0,0.0020768431983385254
2328673,0.0,2.0,2.0,0.0020768431983385254
401765,1.0,3.0,2.0,0.0020768431983385254
2290623,1.0,3.0,2.0,0.0020768431983385254
2297311,0.0,2.0,2.0,0.0020768431983385254
2303546,3.0,5.0,2.0,0.0020768431983385254
3123784,0.0,2.0,2.0,0.0020768431983385254
1587961,1.0,3.0,2.0,0.0020768431983385254
4296516,0.0,2.0,2.0,0.0020768431983385254
902556,0.0,2.0,2.0,0.0020768431983385254
4301450,3.0,5.0,2.0,0.0020768431983385254
3768664,1.0,3.0,2.0,0.0020768431983385254
3774512,3.0,5.0,2.0,0.0020768431983385254
1526484,0.0,2.0,2.0,0.0020768431983385254
3805065,1.0,3.0,2.0,0.0020768431983385254
3807068,0.0,2.0,2.0,0.0020768431983385254
1467750,0.0,2.0,2.0,0.0020768431983385254
1480207,0.0,2.0,2.0,0.0020768431983385254
1485951,1.0,3.0,2.0,0.0020768431983385254
1487591,0.0,2.0,2.0,0.0020768431983385254
924708,1.0,3.0,2.0,0.0020768431983385254
940822,1.0,3.0,2.0,0.0020768431983385254
957119,2.0,4.0,2.0,0.0020768431983385254
3844144,4.0,6.0,2.0,0.0020768431983385254
1443426,0.0,2.0,2.0,0.0020768431983385254
1461887,1.0,3.0,2.0,0.0020768431983385254
2360985,0.0,2.0,2.0,0.0020768431983385254
2366905,2.0,4.0,2.0,0.0020768431983385254
2399798,0.0,2.0,2.0,0.0020768431983385254
366112,8.0,10.0,2.0,0.0020768431983385254
374584,1.0,3.0,2.0,0.0020768431983385254
375240,0.0,2.0,2.0,0.0020768431983385254
3083452,1.0,3.0,2.0,0.0020768431983385254
3090850,0.0,2.0,2.0,0.0020768431983385254
3100080,0.0,2.0,2.0,0.0020768431983385254
2983928,0.0,2.0,2.0,0.0020768431983385254
2455825,0.0,2.0,2.0,0.0020768431983385254
4832262,0.0,2.0,2.0,0.0020768431983385254
4834913,2.0,4.0,2.0,0.0020768431983385254
4865533,0.0,2.0,2.0,0.0020768431983385254
3001296,0.0,2.0,2.0,0.0020768431983385254
3010483,0.0,2.0,2.0,0.0020768431983385254
996587,0.0,2.0,2.0,0.0020768431983385254
3865465,0.0,2.0,2.0,0.0020768431983385254
1411462,0.0,2.0,2.0,0.0020768431983385254
1418582,1.0,3.0,2.0,0.0020768431983385254
4874384,3.0,5.0,2.0,0.0020768431983385254
4901004,0.0,2.0,2.0,0.0020768431983385254
284968,2.0,4.0,2.0,0.0020768431983385254
289692,0.0,2.0,2.0,0.0020768431983385254
318219,1.0,3.0,2.0,0.0020768431983385254
2945933,9.0,11.0,2.0,0.0020768431983385254
2479420,0.0,2.0,2.0,0.0020768431983385254
2512193,0.0,2.0,2.0,0.0020768431983385254
2513189,0.0,2.0,2.0,0.0020768431983385254
2528824,0.0,2.0,2.0,0.0020768431983385254
3933554,1.0,3.0,2.0,0.0020768431983385254
3935940,0.0,2.0,2.0,0.0020768431983385254
1354236,0.0,2.0,2.0,0.0020768431983385254
4223012,0.0,2.0,2.0,0.0020768431983385254
1013319,0.0,2.0,2.0,0.0020768431983385254
3952744,0.0,2.0,2.0,0.0020768431983385254
2877672,4.0,6.0,2.0,0.0020768431983385254
2881542,0.0,2.0,2.0,0.0020768431983385254
4908092,0.0,2.0,2.0,0.0020768431983385254
4915680,0.0,2.0,2.0,0.0020768431983385254
2533863,2.0,4.0,2.0,0.0020768431983385254
2547722,0.0,2.0,2.0,0.0020768431983385254
4169506,0.0,2.0,2.0,0.0020768431983385254
4173315,1.0,3.0,2.0,0.0020768431983385254
1254330,0.0,2.0,2.0,0.0020768431983385254
1273811,0.0,2.0,2.0,0.0020768431983385254
1277467,0.0,2.0,2.0,0.0020768431983385254
1281227,0.0,2.0,2.0,0.0020768431983385254
2858794,10.0,12.0,2.0,0.0020768431983385254
2611736,0.0,2.0,2.0,0.0020768431983385254
4921617,0.0,2.0,2.0,0.0020768431983385254
201867,0.0,2.0,2.0,0.0020768431983385254
2579035,0.0,2.0,2.0,0.0020768431983385254
2582254,0.0,2.0,2.0,0.0020768431983385254
2595793,0.0,2.0,2.0,0.0020768431983385254
2596428,1.0,3.0,2.0,0.0020768431983385254
2875366,1.0,3.0,2.0,0.0020768431983385254
2791234,0.0,2.0,2.0,0.0020768431983385254
2792484,0.0,2.0,2.0,0.0020768431983385254
2812993,1.0,3.0,2.0,0.0020768431983385254
2815065,1.0,3.0,2.0,0.0020768431983385254
230481,0.0,2.0,2.0,0.0020768431983385254
4980533,0.0,2.0,2.0,0.0020768431983385254
4989387,1.0,3.0,2.0,0.0020768431983385254
4003886,0.0,2.0,2.0,0.0020768431983385254
1189158,1.0,3.0,2.0,0.0020768431983385254
1207256,0.0,2.0,2.0,0.0020768431983385254
1249761,3.0,5.0,2.0,0.0020768431983385254
4082778,8.0,10.0,2.0,0.0020768431983385254
4121221,1.0,3.0,2.0,0.0020768431983385254
1089685,0.0,2.0,2.0,0.0020768431983385254
5057769,0.0,2.0,2.0,0.0020768431983385254
5067029,0.0,2.0,2.0,0.0020768431983385254
112445,1.0,2.0,1.0,0.0010384215991692627
113102,0.0,1.0,1.0,0.0010384215991692627
2783415,0.0,1.0,1.0,0.0010384215991692627
2799848,0.0,1.0,1.0,0.0010384215991692627
2649368,1.0,2.0,1.0,0.0010384215991692627
2652344,0.0,1.0,1.0,0.0010384215991692627
2656238,0.0,1.0,1.0,0.0010384215991692627
2666911,0.0,1.0,1.0,0.0010384215991692627
2667323,2.0,3.0,1.0,0.0010384215991692627
2678170,0.0,1.0,1.0,0.0010384215991692627
2825431,0.0,1.0,1.0,0.0010384215991692627
4956748,0.0,1.0,1.0,0.0010384215991692627
4969568,1.0,2.0,1.0,0.0010384215991692627
4988911,1.0,2.0,1.0,0.0010384215991692627
4990074,0.0,1.0,1.0,0.0010384215991692627
151831,0.0,1.0,1.0,0.0010384215991692627
1106870,0.0,1.0,1.0,0.0010384215991692627
1126526,0.0,1.0,1.0,0.0010384215991692627
1149584,0.0,1.0,1.0,0.0010384215991692627
1169503,1.0,2.0,1.0,0.0010384215991692627
1171434,1.0,2.0,1.0,0.0010384215991692627
1174795,0.0,1.0,1.0,0.0010384215991692627
1177618,0.0,1.0,1.0,0.0010384215991692627
4036269,0.0,1.0,1.0,0.0010384215991692627
4039865,0.0,1.0,1.0,0.0010384215991692627
4042890,0.0,1.0,1.0,0.0010384215991692627
4048584,3.0,4.0,1.0,0.0010384215991692627
4050612,0.0,1.0,1.0,0.0010384215991692627
13767,0.0,1.0,1.0,0.0010384215991692627
22257,0.0,1.0,1.0,0.0010384215991692627
55312,2.0,3.0,1.0,0.0010384215991692627
58498,0.0,1.0,1.0,0.0010384215991692627
3978441,0.0,1.0,1.0,0.0010384215991692627
3980838,0.0,1.0,1.0,0.0010384215991692627
3989777,0.0,1.0,1.0,0.0010384215991692627
1194737,1.0,2.0,1.0,0.0010384215991692627
1207887,0.0,1.0,1.0,0.0010384215991692627
1217732,0.0,1.0,1.0,0.0010384215991692627
1234361,0.0,1.0,1.0,0.0010384215991692627
1239603,0.0,1.0,1.0,0.0010384215991692627
1240688,0.0,1.0,1.0,0.0010384215991692627
1248986,0.0,1.0,1.0,0.0010384215991692627
1252230,0.0,1.0,1.0,0.0010384215991692627
4077585,0.0,1.0,1.0,0.0010384215991692627
4113220,0.0,1.0,1.0,0.0010384215991692627
4128033,0.0,1.0,1.0,0.0010384215991692627
1073472,0.0,1.0,1.0,0.0010384215991692627
1073699,0.0,1.0,1.0,0.0010384215991692627
1113144,0.0,1.0,1.0,0.0010384215991692627
4138583,3.0,4.0,1.0,0.0010384215991692627
4163659,4.0,5.0,1.0,0.0010384215991692627
1030192,2.0,3.0,1.0,0.0010384215991692627
1040727,0.0,1.0,1.0,0.0010384215991692627
1046047,3.0,4.0,1.0,0.0010384215991692627
1048697,0.0,1.0,1.0,0.0010384215991692627
1060525,0.0,1.0,1.0,0.0010384215991692627
1258177,0.0,1.0,1.0,0.0010384215991692627
1260343,0.0,1.0,1.0,0.0010384215991692627
1264320,0.0,1.0,1.0,0.0010384215991692627
1272549,0.0,1.0,1.0,0.0010384215991692627
1274175,0.0,1.0,1.0,0.0010384215991692627
1274818,0.0,1.0,1.0,0.0010384215991692627
1277139,0.0,1.0,1.0,0.0010384215991692627
1277731,1.0,2.0,1.0,0.0010384215991692627
4212069,1.0,2.0,1.0,0.0010384215991692627
4220691,0.0,1.0,1.0,0.0010384215991692627
4227487,0.0,1.0,1.0,0.0010384215991692627
999755,0.0,1.0,1.0,0.0010384215991692627
1015419,0.0,1.0,1.0,0.0010384215991692627
1029306,0.0,1.0,1.0,0.0010384215991692627
1384330,0.0,1.0,1.0,0.0010384215991692627
3940193,0.0,1.0,1.0,0.0010384215991692627
3942794,0.0,1.0,1.0,0.0010384215991692627
3944254,0.0,1.0,1.0,0.0010384215991692627
3944885,1.0,2.0,1.0,0.0010384215991692627
1298828,0.0,1.0,1.0,0.0010384215991692627
1299190,29.0,30.0,1.0,0.0010384215991692627
1312387,0.0,1.0,1.0,0.0010384215991692627
1312642,0.0,1.0,1.0,0.0010384215991692627
1331923,0.0,1.0,1.0,0.0010384215991692627
1414043,0.0,1.0,1.0,0.0010384215991692627
1419417,1.0,2.0,1.0,0.0010384215991692627
1419569,0.0,1.0,1.0,0.0010384215991692627
3900668,0.0,1.0,1.0,0.0010384215991692627
3901193,2.0,3.0,1.0,0.0010384215991692627
3903234,0.0,1.0,1.0,0.0010384215991692627
3926800,0.0,1.0,1.0,0.0010384215991692627
1349634,2.0,3.0,1.0,0.0010384215991692627
1350540,0.0,1.0,1.0,0.0010384215991692627
1357611,0.0,1.0,1.0,0.0010384215991692627
1360711,0.0,1.0,1.0,0.0010384215991692627
1363459,0.0,1.0,1.0,0.0010384215991692627
1061857,0.0,1.0,1.0,0.0010384215991692627
4188178,0.0,1.0,1.0,0.0010384215991692627
4203730,0.0,1.0,1.0,0.0010384215991692627
4211850,0.0,1.0,1.0,0.0010384215991692627
3857308,0.0,1.0,1.0,0.0010384215991692627
1029459,28.0,29.0,1.0,0.0010384215991692627
963285,0.0,1.0,1.0,0.0010384215991692627
970709,8.0,9.0,1.0,0.0010384215991692627
972597,0.0,1.0,1.0,0.0010384215991692627
994002,1.0,2.0,1.0,0.0010384215991692627
998114,0.0,1.0,1.0,0.0010384215991692627
4239038,0.0,1.0,1.0,0.0010384215991692627
4243653,0.0,1.0,1.0,0.0010384215991692627
4244487,18.0,19.0,1.0,0.0010384215991692627
3866248,0.0,1.0,1.0,0.0010384215991692627
3886822,0.0,1.0,1.0,0.0010384215991692627
3898483,6.0,7.0,1.0,0.0010384215991692627
1386805,0.0,1.0,1.0,0.0010384215991692627
1398739,0.0,1.0,1.0,0.0010384215991692627
1406744,0.0,1.0,1.0,0.0010384215991692627
913428,0.0,1.0,1.0,0.0010384215991692627
922189,0.0,1.0,1.0,0.0010384215991692627
922588,0.0,1.0,1.0,0.0010384215991692627
937407,1.0,2.0,1.0,0.0010384215991692627
949648,0.0,1.0,1.0,0.0010384215991692627
4273374,0.0,1.0,1.0,0.0010384215991692627
4273662,1.0,2.0,1.0,0.0010384215991692627
3826089,0.0,1.0,1.0,0.0010384215991692627
3833912,0.0,1.0,1.0,0.0010384215991692627
3848953,6.0,7.0,1.0,0.0010384215991692627
3849096,0.0,1.0,1.0,0.0010384215991692627
1438507,0.0,1.0,1.0,0.0010384215991692627
1440390,0.0,1.0,1.0,0.0010384215991692627
1451814,1.0,2.0,1.0,0.0010384215991692627
1459642,0.0,1.0,1.0,0.0010384215991692627
1467314,0.0,1.0,1.0,0.0010384215991692627
1528701,2.0,3.0,1.0,0.0010384215991692627
1539964,0.0,1.0,1.0,0.0010384215991692627
1546352,0.0,1.0,1.0,0.0010384215991692627
3793843,0.0,1.0,1.0,0.0010384215991692627
3795193,0.0,1.0,1.0,0.0010384215991692627
3803127,0.0,1.0,1.0,0.0010384215991692627
3815870,0.0,1.0,1.0,0.0010384215991692627
3816918,0.0,1.0,1.0,0.0010384215991692627
1489467,0.0,1.0,1.0,0.0010384215991692627
1492316,0.0,1.0,1.0,0.0010384215991692627
1505776,0.0,1.0,1.0,0.0010384215991692627
3817036,0.0,1.0,1.0,0.0010384215991692627
4244990,0.0,1.0,1.0,0.0010384215991692627
4255953,0.0,1.0,1.0,0.0010384215991692627
4261392,0.0,1.0,1.0,0.0010384215991692627
910741,0.0,1.0,1.0,0.0010384215991692627
