category_id,buy_1201,buy_1202,buy_delta,contribution
3372283,0.0,2.0,2.0,0.002077
3398567,5.0,7.0,2.0,0.002077
3405071,0.0,2.0,2.0,0.002077
3448205,0.0,2.0,2.0,0.002077
3461823,2.0,4.0,2.0,0.002077
3521514,1.0,3.0,2.0,0.002077
3604509,2.0,4.0,2.0,0.002077
3621778,0.0,2.0,2.0,0.002077
3627351,1.0,3.0,2.0,0.002077
3715529,0.0,2.0,2.0,0.002077
3740459,0.0,2.0,2.0,0.002077
3744190,1.0,3.0,2.0,0.002077
3768664,1.0,3.0,2.0,0.002077
3774512,3.0,5.0,2.0,0.002077
3805065,1.0,3.0,2.0,0.002077
3807068,0.0,2.0,2.0,0.002077
3844144,4.0,6.0,2.0,0.002077
3865465,0.0,2.0,2.0,0.002077
3933554,1.0,3.0,2.0,0.002077
3935940,0.0,2.0,2.0,0.002077
3952744,0.0,2.0,2.0,0.002077
4003886,0.0,2.0,2.0,0.002077
4082778,8.0,10.0,2.0,0.002077
4121221,1.0,3.0,2.0,0.002077
4169506,0.0,2.0,2.0,0.002077
4173315,1.0,3.0,2.0,0.002077
4223012,0.0,2.0,2.0,0.002077
4296516,0.0,2.0,2.0,0.002077
4301450,3.0,5.0,2.0,0.002077
4334077,0.0,2.0,2.0,0.002077
4345501,1.0,3.0,2.0,0.002077
4424369,0.0,2.0,2.0,0.002077
4436461,0.0,2.0,2.0,0.002077
4482016,0.0,2.0,2.0,0.002077
4524771,0.0,2.0,2.0,0.002077
4533189,3.0,5.0,2.0,0.002077
4565874,2.0,4.0,2.0,0.002077
4624272,0.0,2.0,2.0,0.002077
4692440,0.0,2.0,2.0,0.002077
4694794,0.0,2.0,2.0,0.002077
4708262,0.0,2.0,2.0,0.002077
4712571,0.0,2.0,2.0,0.002077
4832262,0.0,2.0,2.0,0.002077
4834913,2.0,4.0,2.0,0.002077
4865533,0.0,2.0,2.0,0.002077
4874384,3.0,5.0,2.0,0.002077
4901004,0.0,2.0,2.0,0.002077
4908092,0.0,2.0,2.0,0.002077
4915680,0.0,2.0,2.0,0.002077
4921617,0.0,2.0,2.0,0.002077
4980533,0.0,2.0,2.0,0.002077
4989387,1.0,3.0,2.0,0.002077
5012555,0.0,2.0,2.0,0.002077
5024228,0.0,2.0,2.0,0.002077
5041265,0.0,2.0,2.0,0.002077
5057769,0.0,2.0,2.0,0.002077
5067029,0.0,2.0,2.0,0.002077
5120683,1.0,3.0,2.0,0.002077
5134623,0.0,2.0,2.0,0.002077
5147460,0.0,2.0,2.0,0.002077
11120,0.0,1.0,1.0,0.001038
13767,0.0,1.0,1.0,0.001038
22257,0.0,1.0,1.0,0.001038
55312,2.0,3.0,1.0,0.001038
58498,0.0,1.0,1.0,0.001038
61626,0.0,1.0,1.0,0.001038
63690,1.0,2.0,1.0,0.001038
67918,0.0,1.0,1.0,0.001038
76064,0.0,1.0,1.0,0.001038
79220,0.0,1.0,1.0,0.001038
84994,0.0,1.0,1.0,0.001038
99763,0.0,1.0,1.0,0.001038
112445,1.0,2.0,1.0,0.001038
113102,0.0,1.0,1.0,0.001038
133377,0.0,1.0,1.0,0.001038
151831,0.0,1.0,1.0,0.001038
155091,0.0,1.0,1.0,0.001038
155172,3.0,4.0,1.0,0.001038
163196,1.0,2.0,1.0,0.001038
166971,0.0,1.0,1.0,0.001038
176011,0.0,1.0,1.0,0.001038
180183,0.0,1.0,1.0,0.001038
194104,5.0,6.0,1.0,0.001038
200278,9.0,10.0,1.0,0.001038
202297,0.0,1.0,1.0,0.001038
203249,0.0,1.0,1.0,0.001038
210158,0.0,1.0,1.0,0.001038
211810,1.0,2.0,1.0,0.001038
223690,1.0,2.0,1.0,0.001038
226341,1.0,2.0,1.0,0.001038
238434,9.0,10.0,1.0,0.001038
247810,0.0,1.0,1.0,0.001038
252646,0.0,1.0,1.0,0.001038
268251,0.0,1.0,1.0,0.001038
269606,0.0,1.0,1.0,0.001038
277383,0.0,1.0,1.0,0.001038
280333,0.0,1.0,1.0,0.001038
283996,0.0,1.0,1.0,0.001038
285822,0.0,1.0,1.0,0.001038
295183,0.0,1.0,1.0,0.001038
305253,0.0,1.0,1.0,0.001038
308413,0.0,1.0,1.0,0.001038
311509,0.0,1.0,1.0,0.001038
318592,1.0,2.0,1.0,0.001038
321567,1.0,2.0,1.0,0.001038
337243,0.0,1.0,1.0,0.001038
339580,4.0,5.0,1.0,0.001038
360294,1.0,2.0,1.0,0.001038
362968,0.0,1.0,1.0,0.001038
372289,0.0,1.0,1.0,0.001038
374203,0.0,1.0,1.0,0.001038
378698,0.0,1.0,1.0,0.001038
380055,0.0,1.0,1.0,0.001038
382910,0.0,1.0,1.0,0.001038
383530,0.0,1.0,1.0,0.001038
393045,0.0,1.0,1.0,0.001038
393663,0.0,1.0,1.0,0.001038
409729,0.0,1.0,1.0,0.001038
412619,0.0,1.0,1.0,0.001038
428367,3.0,4.0,1.0,0.001038
432523,0.0,1.0,1.0,0.001038
432873,0.0,1.0,1.0,0.001038
445307,0.0,1.0,1.0,0.001038
450756,0.0,1.0,1.0,0.001038
455943,0.0,1.0,1.0,0.001038
467461,0.0,1.0,1.0,0.001038
472985,0.0,1.0,1.0,0.001038
516813,0.0,1.0,1.0,0.001038
523181,0.0,1.0,1.0,0.001038
526781,0.0,1.0,1.0,0.001038
539513,1.0,2.0,1.0,0.001038
545775,0.0,1.0,1.0,0.001038
553365,1.0,2.0,1.0,0.001038
558076,0.0,1.0,1.0,0.001038
562672,0.0,1.0,1.0,0.001038
565986,0.0,1.0,1.0,0.001038
573847,0.0,1.0,1.0,0.001038
577442,0.0,1.0,1.0,0.001038
578336,0.0,1.0,1.0,0.001038
579105,0.0,1.0,1.0,0.001038
592161,0.0,1.0,1.0,0.001038
605882,0.0,1.0,1.0,0.001038
609791,0.0,1.0,1.0,0.001038
611849,6.0,7.0,1.0,0.001038
620409,1.0,2.0,1.0,0.001038
622168,0.0,1.0,1.0,0.001038
622741,0.0,1.0,1.0,0.001038
643645,1.0,2.0,1.0,0.001038
654045,0.0,1.0,1.0,0.001038
665347,0.0,1.0,1.0,0.001038
680438,0.0,1.0,1.0,0.001038
681850,0.0,1.0,1.0,0.001038
685330,0.0,1.0,1.0,0.001038
703852,0.0,1.0,1.0,0.001038
720513,0.0,1.0,1.0,0.001038
724320,1.0,2.0,1.0,0.001038
746548,0.0,1.0,1.0,0.001038
757910,0.0,1.0,1.0,0.001038
800190,0.0,1.0,1.0,0.001038
809709,0.0,1.0,1.0,0.001038
810632,2.0,3.0,1.0,0.001038
813818,0.0,1.0,1.0,0.001038
820364,0.0,1.0,1.0,0.001038
825165,0.0,1.0,1.0,0.001038
831271,0.0,1.0,1.0,0.001038
833866,0.0,1.0,1.0,0.001038
862523,0.0,1.0,1.0,0.001038
863375,0.0,1.0,1.0,0.001038
869764,0.0,1.0,1.0,0.001038
873521,0.0,1.0,1.0,0.001038
878325,0.0,1.0,1.0,0.001038
883540,0.0,1.0,1.0,0.001038
898578,0.0,1.0,1.0,0.001038
910741,0.0,1.0,1.0,0.001038
913428,0.0,1.0,1.0,0.001038
922189,0.0,1.0,1.0,0.001038
922588,0.0,1.0,1.0,0.001038
937407,1.0,2.0,1.0,0.001038
949648,0.0,1.0,1.0,0.001038
963285,0.0,1.0,1.0,0.001038
970709,8.0,9.0,1.0,0.001038
972597,0.0,1.0,1.0,0.001038
994002,1.0,2.0,1.0,0.001038
998114,0.0,1.0,1.0,0.001038
999755,0.0,1.0,1.0,0.001038
1015419,0.0,1.0,1.0,0.001038
1029306,0.0,1.0,1.0,0.001038
1029459,28.0,29.0,1.0,0.001038
1030192,2.0,3.0,1.0,0.001038
1040727,0.0,1.0,1.0,0.001038
1046047,3.0,4.0,1.0,0.001038
1048697,0.0,1.0,1.0,0.001038
1060525,0.0,1.0,1.0,0.001038
1061857,0.0,1.0,1.0,0.001038
1073472,0.0,1.0,1.0,0.001038
1073699,0.0,1.0,1.0,0.001038
1106870,0.0,1.0,1.0,0.001038
1113144,0.0,1.0,1.0,0.001038
1126526,0.0,1.0,1.0,0.001038
1149584,0.0,1.0,1.0,0.001038
1169503,1.0,2.0,1.0,0.001038
1171434,1.0,2.0,1.0,0.001038
1174795,0.0,1.0,1.0,0.001038
1177618,0.0,1.0,1.0,0.001038
1194737,1.0,2.0,1.0,0.001038
1207887,0.0,1.0,1.0,0.001038
1217732,0.0,1.0,1.0,0.001038
1234361,0.0,1.0,1.0,0.001038
1239603,0.0,1.0,1.0,0.001038
1240688,0.0,1.0,1.0,0.001038
1248986,0.0,1.0,1.0,0.001038
1252230,0.0,1.0,1.0,0.001038
1258177,0.0,1.0,1.0,0.001038
1260343,0.0,1.0,1.0,0.001038
1264320,0.0,1.0,1.0,0.001038
1272549,0.0,1.0,1.0,0.001038
1274175,0.0,1.0,1.0,0.001038
1274818,0.0,1.0,1.0,0.001038
1277139,0.0,1.0,1.0,0.001038
1277731,1.0,2.0,1.0,0.001038
1298828,0.0,1.0,1.0,0.001038
1299190,29.0,30.0,1.0,0.001038
1312387,0.0,1.0,1.0,0.001038
1312642,0.0,1.0,1.0,0.001038
1331923,0.0,1.0,1.0,0.001038
1349634,2.0,3.0,1.0,0.001038
1350540,0.0,1.0,1.0,0.001038
1357611,0.0,1.0,1.0,0.001038
1360711,0.0,1.0,1.0,0.001038
1363459,0.0,1.0,1.0,0.001038
1384330,0.0,1.0,1.0,0.001038
1386805,0.0,1.0,1.0,0.001038
1398739,0.0,1.0,1.0,0.001038
1406744,0.0,1.0,1.0,0.001038
1414043,0.0,1.0,1.0,0.001038
1419417,1.0,2.0,1.0,0.001038
1419569,0.0,1.0,1.0,0.001038
1438507,0.0,1.0,1.0,0.001038
1440390,0.0,1.0,1.0,0.001038
1451814,1.0,2.0,1.0,0.001038
1459642,0.0,1.0,1.0,0.001038
1467314,0.0,1.0,1.0,0.001038
1489467,0.0,1.0,1.0,0.001038
1492316,0.0,1.0,1.0,0.001038
1505776,0.0,1.0,1.0,0.001038
1528133,1.0,2.0,1.0,0.001038
1528701,2.0,3.0,1.0,0.001038
1539964,0.0,1.0,1.0,0.001038
1546352,0.0,1.0,1.0,0.001038
1569885,0.0,1.0,1.0,0.001038
1601543,0.0,1.0,1.0,0.001038
1609851,1.0,2.0,1.0,0.001038
1612623,0.0,1.0,1.0,0.001038
1624041,0.0,1.0,1.0,0.001038
1628657,3.0,4.0,1.0,0.001038
1629035,1.0,2.0,1.0,0.001038
1632647,0.0,1.0,1.0,0.001038
1635194,0.0,1.0,1.0,0.001038
1637260,1.0,2.0,1.0,0.001038
1646753,0.0,1.0,1.0,0.001038
1653613,1.0,2.0,1.0,0.001038
1674844,0.0,1.0,1.0,0.001038
1678374,0.0,1.0,1.0,0.001038
1686309,0.0,1.0,1.0,0.001038
1694669,0.0,1.0,1.0,0.001038
1695915,0.0,1.0,1.0,0.001038
1697889,0.0,1.0,1.0,0.001038
1699768,0.0,1.0,1.0,0.001038
1701471,0.0,1.0,1.0,0.001038
1702898,1.0,2.0,1.0,0.001038
1711596,0.0,1.0,1.0,0.001038
1736178,0.0,1.0,1.0,0.001038
1739706,0.0,1.0,1.0,0.001038
1747827,0.0,1.0,1.0,0.001038
1755681,0.0,1.0,1.0,0.001038
1764424,0.0,1.0,1.0,0.001038
1765288,1.0,2.0,1.0,0.001038
1766039,1.0,2.0,1.0,0.001038
1781370,0.0,1.0,1.0,0.001038
1792277,3.0,4.0,1.0,0.001038
1795157,1.0,2.0,1.0,0.001038
1807416,4.0,5.0,1.0,0.001038
1827100,1.0,2.0,1.0,0.001038
1851019,0.0,1.0,1.0,0.001038
1872294,0.0,1.0,1.0,0.001038
1896675,0.0,1.0,1.0,0.001038
1898686,0.0,1.0,1.0,0.001038
1900834,0.0,1.0,1.0,0.001038
1914382,3.0,4.0,1.0,0.001038
1922400,0.0,1.0,1.0,0.001038
1941546,0.0,1.0,1.0,0.001038
1952564,0.0,1.0,1.0,0.001038
1954691,0.0,1.0,1.0,0.001038
1955349,0.0,1.0,1.0,0.001038
1957261,0.0,1.0,1.0,0.001038
1961543,0.0,1.0,1.0,0.001038
1963052,2.0,3.0,1.0,0.001038
1965698,0.0,1.0,1.0,0.001038
1970375,0.0,1.0,1.0,0.001038
1974051,0.0,1.0,1.0,0.001038
1990869,0.0,1.0,1.0,0.001038
2013232,0.0,1.0,1.0,0.001038
2013864,0.0,1.0,1.0,0.001038
2015942,0.0,1.0,1.0,0.001038
2019624,0.0,1.0,1.0,0.001038
2023387,1.0,2.0,1.0,0.001038
2044304,0.0,1.0,1.0,0.001038
2051267,0.0,1.0,1.0,0.001038
2062335,0.0,1.0,1.0,0.001038
2066955,0.0,1.0,1.0,0.001038
2086128,0.0,1.0,1.0,0.001038
2124307,1.0,2.0,1.0,0.001038
2156156,0.0,1.0,1.0,0.001038
2165636,0.0,1.0,1.0,0.001038
2169876,0.0,1.0,1.0,0.001038
2174838,0.0,1.0,1.0,0.001038
2185551,0.0,1.0,1.0,0.001038
2192649,0.0,1.0,1.0,0.001038
2195789,1.0,2.0,1.0,0.001038
2196643,0.0,1.0,1.0,0.001038
2197032,0.0,1.0,1.0,0.001038
2200343,0.0,1.0,1.0,0.001038
2212343,0.0,1.0,1.0,0.001038
2221749,1.0,2.0,1.0,0.001038
2225310,0.0,1.0,1.0,0.001038
2240104,0.0,1.0,1.0,0.001038
2244246,0.0,1.0,1.0,0.001038
2251446,0.0,1.0,1.0,0.001038
2253970,0.0,1.0,1.0,0.001038
2255207,0.0,1.0,1.0,0.001038
